Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
30.01,-92.78,938.24546131789,Petroleum and Natural Gas Systems,Lowry Gas Plant,810 Lowry Hwy,Lowry,LA,70549,CAMERON PARISH
41.45,-81.68,937.25,"Other,Waste",Howmet Aerospace Inc. - Cleveland Works,1600 HARVARD AVENUE,CUYAHOGA HEIGHTS,OH,44105,CUYAHOGA COUNTY
30.26,-93.28,937.25,Power Plants,Lake Charles Power Station,2500 Houston River Road,Westlake,LA,70669,CALCASIEU PARISH
29.82,-95.11,935.5,Power Plants,"Optim Energy Altura Cogen, LLC",2330 SHELDON ROAD,CHANNELVIEW,TX,77530,Harris
39.81,-75.42,934.5,Power Plants,Marcus Hook Energy Center - MH750,100 Green Street,Marcus Hook,PA,19061,Delaware
25.44,-80.33,932.25,Power Plants,Turkey Point,9700 SW 344TH ST,HOMESTEAD,FL,33035,Miami-Dade
30.07,-97.86,931.5,Minerals,TEXAS LEHIGH CEMENT COMPANY LP,1000 JACK C HAYS TRL,BUDA,TX,78610,HAYS COUNTY
39.62,-86.87,929,Minerals,LONE STAR INDUSTRIES INC,3301 SOUTH COUNTY ROAD 150 W,GREENCASTLE,IN,46135,PUTNAM COUNTY
43.64,-83.84,928.75,Power Plants,Dan E Karn,2742 N WEADOCK HWY,ESSEXVILLE,MI,48732,Bay
33.06,-94.19,927.75,Petroleum and Natural Gas Systems,"MEP Atlanta Station 2, TX",1034 County Road 4223,Atlanta,TX,75551,CASS COUNTY
41.72,-107.79,924.25,Petroleum and Natural Gas Systems,Echo Springs Compressor Station,,Sweetwater County,WY,82301,SWEETWATER COUNTY
40.79,-85.88,922.5,"Metals,Waste","REAL ALLOY SPECIFICATION, LLC.",4525 W OLD US 24,WABASH,IN,46992,WABASH COUNTY
33.23,-100.87,922.25,Petroleum and Natural Gas Systems,SALT CREEK FIELD GAS PLANT,,JAYTON,TX,79528,KENT COUNTY
35.71,-80.38,922,Power Plants,Buck,1555 DUKEVILLE RD,SALISBURY,NC,28145,Rowan
41.48,-73.12,921.25,Power Plants,CPV Towantic Energy Center,16 Woodruff Hill Road,Oxford,CT,6478,NEW HAVEN COUNTY
32.41,-111.15,921.25,Minerals,CalPortland Company Rillito Plant,11115 North Casa Grande Highway,Rillito,AZ,85654,PIMA COUNTY
41.63,-86.71,921,Minerals,CalPortland Company Mojave Plant,9350 Oak Creek Road,Mojave,CA,93501,LAPORTE COUNTY
30.44,-95.52,919.5,Power Plants,Montgomery County Power Station,11191 Longstreet Road,Willis,TX,77318,MONTGOMERY COUNTY
28.97,-95.38,919.5,Chemicals,"Olin Blue Cube, Freeport, TX","2301 N. Brazosport Blvd., OC-1120",Freeport,TX,77541,BRAZORIA COUNTY
44.80,-95.17,918.75,Minerals,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,83550 COUNTY ROAD 21,RENVILLE,MN,56284,RENVILLE COUNTY
30.31,-95.43,917.5,Waste,Conroe 6 Landfill,1750 N. Loop 336 East,Conroe,TX,77301,MONTGOMERY COUNTY
30.43,-92.41,915.5,Power Plants,Acadia Power Station,30385 CROWLEY EUNICE HWY,EUNICE,LA,70535,Acadia
28.34,-97.14,912.25,Petroleum and Natural Gas Systems,"KM Tejas Station 2, TX",1744D N HIGHWAY 77,REFUGIO,TX,78377,REFUGIO COUNTY
32.34,-97.74,912,Power Plants,Wolf Hollow II,8787 Wolf Hollow Court,Granbury,TX,76048,HOOD COUNTY
42.59,-73.76,910.5,Power Plants,Bethlehem Energy Center (Albany),ROUTE 144 RIVER ROAD,GLENMONT,NY,12077,Albany
47.26,-122.40,907.25,"Petroleum Product Suppliers,Refineries",US OIL & REFINING TACOMA,3001 MARSHALL AVENUE,TACOMA,WA,98421,PIERCE COUNTY
29.77,-94.90,906.5,Power Plants,Baytown Energy Center,8605 FM 1405,BAYTOWN,TX,77523,Chambers
41.68,-73.58,905.5,Power Plants,Cricket Valley Energy Center,2241 Route 22,DOVER PLAINS,NY,12522,DUTCHESS COUNTY
26.77,-80.05,904.75,Power Plants,Riviera,200 300 BROADWAY,RIVIERA BEACH,FL,33404,Palm Beach
29.01,-97.15,902.25,Petroleum and Natural Gas Systems,Thomaston,803 Zengerle Road,Thomaston,TX,77989,DEWITT COUNTY
38.70,-76.83,901.75,Power Plants,Keys Energy Center,10322 North Keys Road,Brandywine,MD,20613,PRINCE GEORGE'S COUNTY
33.00,-85.90,900.75,Power Plants,Hillabee Energy Center,152 BRICK PLANT ROAD,ALEXANDER CITY,AL,35010,Tallapoosa
42.58,-89.04,899.5,Power Plants,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock
33.07,-94.16,899.25,Petroleum and Natural Gas Systems,"NGPL Station 394 Atlanta, TX",721 FM 251 S,Atlanta,TX,75551,CASS COUNTY
29.62,-98.14,899,Power Plants,Guadalupe Generating Station,5740 WEIL ROAD,MARION,TX,78124,Guadalupe
40.28,-75.34,898.75,"Other,Waste","JBS SOUDERTON, INC. - RENDERING FACILITY",741 SOUDER ROAD,SOUDERTON,PA,18964,MONTGOMERY COUNTY
37.46,-79.99,897.5,Minerals,ROANOKE CEMENT CO - CLOVERDALE,6071 CATAWBA ROAD,TROUTVILLE,VA,24175,BOTETOURT COUNTY
41.03,-87.87,896.75,Waste,KANKAKEE RDF,6259 S RTE 45/52,CHEBANSE,IL,60922,KANKAKEE COUNTY
31.98,-102.63,896.5,Petroleum and Natural Gas Systems,GOLDSMITH GAS PLANT,,GOLDSMITH,TX,79741,ECTOR COUNTY
47.50,-122.78,896.25,Waste,OLYMPIC VIEW SANITARY LANDFILL INC,10015 SOUTHWEST BARNEY WHITE ROAD,PORT ORCHARD,WA,98367,KITSAP COUNTY
32.80,-93.41,889,"Chemicals,Petroleum Product Suppliers,Refineries",CALUMET LUBRICANTS CO LP CALUMET COTTON VALLEY,1756 OLD HWY. 7,COTTON VALLEY,LA,71018,WEBSTER PARISH
30.00,-90.46,886.5,Power Plants,St.Charles,17494 River Rd,Montz,LA,70068,ST. CHARLES PARISH
37.93,-87.90,884.75,"Petroleum Product Suppliers,Refineries",COUNTRYMARK REFINING & LOGISTICS LLC,1200 REFINERY RD,MT VERNON,IN,47620,POSEY COUNTY
39.86,-79.92,884.25,Power Plants,Fayette Energy Facility,100 ENERGY DRIVE,MASONTOWN,PA,15461,Fayette
32.36,-81.12,884.25,Power Plants,Jasper County Generating Facility,10719 PURRYSBURG ROAD,HARDEEVILLE,SC,29927,Jasper
33.60,-114.53,884,Petroleum and Natural Gas Systems,North Baja Ehrenberg CS,50650 Colorado River Road,Ehrenberg,AZ,85334,LA PAZ COUNTY
39.05,-77.58,884,Power Plants,Potomac Energy Center,20260 Energy Park Drive,Leesburg,VA,20175,LOUDOUN COUNTY
30.02,-93.88,884,Power Plants,Sabine,WEST ROUNDBUNCH ROAD,BRIDGE CITY,TX,77611,Orange
28.42,-99.26,882.5,Petroleum and Natural Gas Systems,Brasada Gas Plant,"28.410804, -99.268295",Cotulla,TX,78014,LA SALLE COUNTY
29.69,-82.58,881.5,Minerals,Argos Cement LLC,4000 NORTHWEST COUNTY ROAD 235,NEWBERRY,FL,32669,ALACHUA COUNTY
40.61,-81.07,880.75,Power Plants,"Carroll County Energy, LLC",2061 Kensington Road,Washington Township,OH,44615,CARROLL COUNTY
43.76,-105.79,879.75,Petroleum and Natural Gas Systems,50 Buttes Gas Plant,3669 South Hwy 50,Gillette,WY,82716,CAMPBELL COUNTY
40.13,-74.71,879.5,Waste,INTERSTATE WASTE REMOVAL PARKLANDS RECLM SLF,1070 ROUTE 206,BORDENTOWN,NJ,8505,BURLINGTON COUNTY
33.01,-85.90,877.25,Petroleum and Natural Gas Systems,Alexander City,452 Brick Plant Road,Alexander City,AL,35010,TALLAPOOSA COUNTY
39.94,-81.25,876.75,Petroleum and Natural Gas Systems,Seneca Compressor Station,57546 Seneca Lake Road,Quaker City,OH,43773,NOBLE COUNTY
33.36,-92.72,875.25,"Chemicals,Petroleum Product Suppliers,Refineries",MARTIN OPERATING PTNR LP,484 EAST 6TH STREET,SMACKOVER,AR,71762,UNION COUNTY
29.34,-96.68,875,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",WILCOX GAS PLANT,404 Private Road 1045,Hallettsville,TX,77964,LAVACA COUNTY
35.75,-97.66,873.25,Petroleum and Natural Gas Systems,Cashion Gas Plant,12650 S Council Rd,Cashion,OK,73016,LOGAN COUNTY
30.46,-92.53,872,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",EUNICE NATURAL GAS PROCESSING PLANT,222 REFINERY ROAD,EUNICE,LA,70535,ACADIA PARISH
64.85,-147.73,871,Power Plants,CHENA POWER PLANT,1206 1ST AVE,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR BOROUGH
36.62,-97.43,865.75,Petroleum and Natural Gas Systems,Bellmon Gas Plant,14120 S. 124th,Tonkawa,OK,74653,KAY COUNTY
34.68,-95.93,862.75,Power Plants,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg
39.58,-81.66,862,Power Plants,Washington Power Generation LLC,859 ST RT 83,BEVERLY,OH,45715,Washington
43.14,-71.47,859,Power Plants,Merrimack,431 RIVER RD,BOW,NH,3304,Merrimack
32.51,-96.97,858.75,Minerals,HOLCIM (US) Inc,1800 DOVE LN.,MIDLOTHIAN,TX,76065,ELLIS COUNTY
39.83,-80.87,858.5,Petroleum and Natural Gas Systems,Dominion Energy Ohio - Switzerland Station (Tran),52255 Township Road 964,Powhatan Point,OH,43942,MONROE COUNTY
17.98,-66.76,858,Petroleum and Natural Gas Systems,ECOELECTRICA LP,ROAD 337 KM 3.7,PENUELAS,PR,624,PENUELAS MUNICIPIO
37.57,-95.94,856.25,Petroleum and Natural Gas Systems,"NGPL Station 194 Wilson, KS",155  5th Street,Wilson,KS,67490,WILSON COUNTY
33.63,-97.63,855,Petroleum and Natural Gas Systems,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",5683 CATHOLIC CEMETERY RD,MONTAGUE,TX,76251,MONTAGUE COUNTY
34.61,-79.79,853,Pulp and Paper,Marlboro Paper Mill,585 Willamette Rd,Bennettsville,SC,29512,Marlboro
29.61,-98.38,852.25,Minerals,Alamo San Antonio Cement Plant,6055 West Green Mountain Road,San Antonio,TX,78266,BEXAR COUNTY
27.26,-98.94,851.25,Petroleum and Natural Gas Systems,Thompsonville Gas Plant,,Mirando City,TX,78369,JIM HOGG COUNTY
42.82,-73.67,845,"Other,Waste",Momentive Performance Materials,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,Saratoga
42.77,-83.01,843.75,Petroleum and Natural Gas Systems,WASHINGTON 10 STORAGE (MICHIGAN CONSOLIDATED),12700 30 MILE ROAD,ROMEO,MI,48065,MACOMB COUNTY
64.83,-147.65,843,Power Plants,UTILITY PLANTS SECTION,"BLDG 3595, Oak Street",FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR BOROUGH
30.32,-81.95,842.75,Power Plants,Brandy Branch,15701 W BEAVER ST,BALDWIN,FL,32234,Duval
34.63,-96.18,841.5,Petroleum and Natural Gas Systems,Arkoma,,Coalgate,OK,74538,COAL COUNTY
30.27,-85.70,840.75,Power Plants,Lansing Smith Generating Plant,4300 HIGHWAY 2300,SOUTHPORT,FL,32409,Bay
21.30,-158.10,840.5,Power Plants,KALAELOA COGENERATION PLANT,91-111 KALAELOA BOULEVARD,KAPOLEI,HI,96707,HONOLULU COUNTY
35.31,-87.90,840.25,Petroleum and Natural Gas Systems,Columbia Gulf Transmission - Clifton Junction CS,2208 -Savannah Highway,Waynesboro,TN,38485,
40.69,-75.51,835.75,Minerals,LAFARGE NA WHITEHALL PLANT,5160 MAIN ST.,WHITEHALL,PA,18052,LEHIGH COUNTY
39.56,-119.53,835.5,Power Plants,Tracy,1799 Waltham Way,SPARKS,NV,89434,Storey
32.76,-110.86,834,Petroleum and Natural Gas Systems,"EPNG Station 6770 Oracle, AZ",2305 N. Turbine Station Rd,Oracle,AZ,85623,PINAL COUNTY
28.56,-97.85,833.75,Petroleum and Natural Gas Systems,Lonestar Gas Plant,2189 FM 1465,Tuleta,TX,78162,
40.75,-80.17,832.5,Petroleum and Natural Gas Systems,Pike Compressor Facility,282 Teets Road,Rochester,PA,15074,BEAVER COUNTY
40.22,-103.68,832,Power Plants,Pawnee,14940 County Road 24,Brush,CO,80723,Morgan
30.24,-91.24,829.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Plaquemine NGL Fractionation Plant,60995 Derrick Road,Plaquemine,LA,70764,IBERVILLE PARISH
42.12,-72.00,828.5,Petroleum and Natural Gas Systems,TGP Station 264 Charlton,196 Carpenter Hill Rd,Charlton,MA,1507,WORCESTER COUNTY
39.65,-83.17,828.25,Petroleum and Natural Gas Systems,Five Points,19909 Five Points Pike,Williamsport,OH,43164,PICKAWAY COUNTY
35.69,-97.22,825,Power Plants,Redbud Power Plant,20922 TRIPLE XXX ROAD,LUTHER,OK,73054,Oklahoma
30.60,-87.25,824.75,"Chemicals,Waste",Ascend Performance Materials LLC,3000 Old Chemstrand Road,Cantonment,FL,32533,ESCAMBIA COUNTY
32.24,-93.64,824.75,Petroleum and Natural Gas Systems,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",8451 Hwy. 175,Grand Cane,LA,71032,DE SOTO PARISH
32.38,-86.57,822.75,Power Plants,E B Harris Generating Plant,600 COUNTY ROAD 41,AUTAUGAVILLE,AL,36067,Autauga
33.55,-81.78,821,Petroleum and Natural Gas Systems,Carolina Gas Transmission - Southern Station,2314 W. Dibble Road SW,Warrenville,SC,29851,AIKEN COUNTY
38.18,-85.89,820.25,Power Plants,Cane Run,5252 Cane Run Road,Louisville,KY,40216,JEFFERSON COUNTY
38.02,-121.84,816.25,Power Plants,"Delta Energy Center, LLC",1200 ARCY LANE,PITTSBURG,CA,94565,Contra Costa
36.91,-121.83,815.75,Waste,CITY OF WATSONVILLE LANDFILL,730 SAN ANDREAS ROAD,WATSONVILLE,CA,95076,SANTA CRUZ COUNTY
40.35,-76.37,813.25,Power Plants,"Helix Ironwood, LLC",305 PRESCOTT ROAD,LEBANON,PA,17042,Lebanon
35.73,-80.60,813,Power Plants,Plant Rowan County,5755 NC HWY 801,SALISBURY,NC,28147,Rowan
36.22,-95.28,812.25,Power Plants,Chouteau Power Plant,HWY 412B,PRYOR,OK,74362,Mayes
29.71,-95.25,809.25,Chemicals,"INV Propylene, LLC",9822 LA PORTE FREEWAY,HOUSTON,TX,77017,HARRIS COUNTY
41.65,-73.94,806.75,Waste,DUTCHESS CO RESOURCE RECOVERY FACILITY,98 SAND DOCK RD,POUGHKEEPSIE,NY,12601,DUTCHESS COUNTY
32.65,-86.74,804.5,Power Plants,Central Alabama Generating Station,3305 COUNTY ROAD 26,BILLINGSLEY,AL,36006,Autauga
48.61,-93.41,804,"Pulp and Paper,Suppliers of CO2",BOISE WHITE PAPER LLC,400 2ND STREET,INTERNATIONAL FALLS,MN,56649,KOOCHICHING COUNTY
44.74,-68.83,802.75,Waste,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY
40.26,-104.73,800.5,Petroleum and Natural Gas Systems,Latham Gas Plant,17693 WCR 35,Platteville,CO,80651,
46.93,-98.50,799.25,Power Plants,Spiritwood Station,3366 93rd Ave SE,Spiritwood,ND,58481,Stutsman
41.26,-110.98,799,Petroleum and Natural Gas Systems,Carter Creek,,Evanston,WY,82930,CONTRA COSTA COUNTY
28.43,-98.89,797.5,Petroleum and Natural Gas Systems,"EOG Resources, Inc. Titan Hub",,Fowlerton,TX,78014,LA SALLE COUNTY
29.99,-90.46,796,Power Plants,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,266 HIGHWAY 3142,HAHNVILLE,LA,70057,ST. CHARLES PARISH
34.99,-90.04,794.45,Power Plants,Southaven Combined Cycle,2882 STATELINE RD,SOUTHHAVEN,MS,38671,DeSoto
38.94,-112.82,793.75,Minerals,GRAYMONT WESTERN US INC. CRICKET MOUNTAIN,32 MILES S.W. OF DELTA HWY. 257,DELTA,UT,84624,MILLARD COUNTY
32.43,-97.05,793.5,Power Plants,Midlothian Energy,4601 BROOKHOLLOW DRIVE,MIDLOTHIAN,TX,76065,Ellis
29.76,-95.10,792.25,"Petroleum Product Suppliers,Refineries",Hartree Channelview Facility,16518 De Zavalla Road,Channelview,TX,77530,HARRIS COUNTY
39.79,-81.38,791,Petroleum and Natural Gas Systems,"Columbia Gas Transmission, LLC-Summerfield Compressor Station",24372 Raymond Hill Road,Sarahsville,OH,43779,NOBLE COUNTY
28.70,-96.93,790.25,Petroleum and Natural Gas Systems,TRANSCO STATION 023,,Victoria,TX,77095,VICTORIA COUNTY
34.84,-89.20,788.4,Power Plants,Magnolia Facility,352 HIGHWAY 4 WEST,ASHLAND,MS,38603,Benton
39.81,-82.84,788.25,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Groveport Station (Tran),5509 Berger Road,Groveport,OH,43125,FRANKLIN COUNTY
37.30,-77.26,787.25,Pulp and Paper,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",910 INDUSTRIAL STREET,HOPEWELL,VA,23860,HOPEWELL CITY
40.62,-76.45,786.75,Power Plants,Rausch Creek Generation LLC,490 West Main Street,TREMONT,PA,17981,Schuylkill
34.64,-87.06,786.25,Power Plants,Morgan Energy Center,1410 RED HAT ROAD,DECATUR,AL,35601,Morgan
47.23,-122.21,785,Petroleum and Natural Gas Systems,NORTHWEST PIPELINE GP SUMNER C/S,3104 166th Ave. E,Sumner,WA,98390,
38.74,-81.68,783.25,Petroleum and Natural Gas Systems,Columbia Gas Transmission - Mount Olive,5489 Charleston Road,Fairplain,WV,25271,JACKSON COUNTY
38.93,-82.55,782.75,Petroleum and Natural Gas Systems,Columbia Gas Transmission LLC - Oak Hill Compressor Station,1306 Pyro Road,Oak Hill,OH,16002,JACKSON COUNTY
45.79,-119.31,779.5,Power Plants,"Hermiston Power, LLC",78910 SIMPLOT ROAD,HERMISTON,OR,97838,Umatilla
40.77,-107.76,776,Petroleum and Natural Gas Systems,Big Hole Compressor Station,37607 County Road 7,Craig,CO,81625,MOFFAT COUNTY
40.42,-75.94,774.25,Power Plants,Ontelaunee Energy Center,5115 POTTSVILLE PIKE,READING,PA,19605,Berks
31.40,-86.48,766.25,Power Plants,McWilliams,28570 US 29 NORTH,GANTT,AL,36038,Covington
33.65,-88.27,766.05,Power Plants,Caledonia,255 LONE OAK RD,STEENS,MS,39766,Lowndes
33.95,-118.17,766,"Petroleum Product Suppliers,Refineries",LUNDAY-THAGARD COMPANY,9301 SOUTH GARFIELD AVENUE,SOUTH GATE,CA,90280,LOS ANGELES COUNTY
32.92,-96.77,762.75,Petroleum and Natural Gas Systems,"TALCO Midstream Assets, LTD. - Holly Common Point #6 Facility",12377 Merit Dr. STE 300A,Dallas,TX,75251,DALLAS COUNTY
40.80,-75.11,762,Power Plants,Lower Mount Bethel Energy,6079 DU PUES FERRY ROAD,BANGOR,PA,18013,Northampton
39.86,-75.34,761.75,Power Plants,Liberty Electric Power Plant,1000 Industrial Highway,Edddystone,PA,19022,Delaware
31.99,-106.43,759.75,Power Plants,Newman,4900 STAN ROBERTS ST,EL PASO,TX,79934,El Paso
21.39,-157.96,759.25,Power Plants,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,475 KAMEHAMEHA HIGHWAY,PEARL CITY,HI,96782,HONOLULU COUNTY
28.62,-97.64,758.75,Petroleum and Natural Gas Systems,Goliad Gas Plant,,Goliad,TX,77963,GOLIAD COUNTY
36.37,-95.85,758.75,"Petroleum Product Suppliers,Refineries",HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107,TULSA COUNTY
41.70,-86.48,758.25,Power Plants,St. Joseph Energy Center LLC,54745 Walnut Road,New Carlisle,IN,46552,ST. JOSEPH COUNTY
41.97,-78.63,756.5,"Petroleum Product Suppliers,Refineries",AMERICAN REFINING GROUP INC,77 NORTH KENDALL AVENUE,BRADFORD,PA,16701,MCKEAN COUNTY
44.89,-89.63,756,Power Plants,Rothschild Biomass Cogeneration Plant,210 N. Grand Avenue,Rothschild,WI,54474,MARATHON COUNTY
36.38,-82.96,755.825,Power Plants,John Sevier,611 Old Hwy 70 S,ROGERSVILLE,TN,37857,Hawkins
34.96,-118.84,754.25,Power Plants,Pastoria Energy Facility,39789 EDMONSTON PUMPING PLANT,LEBEC,CA,93243,Kern
40.40,-80.35,752.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Harmon Creek Gas Plant,121 Point Pleasant Road,Bulger,PA,15019,WASHINGTON COUNTY
45.32,-85.30,752.75,Minerals,St Marys Cement INC,16000  BELLS BAY RD,CHARLEVOIX,MI,49720,CHARLEVOIX COUNTY
27.64,-81.96,752.5,Power Plants,Midulla Generating Station,6697 COUNTY ROAD 663,BOWLING GREEN,FL,33834,Hardee
36.49,-79.72,750.5,Power Plants,Dan River,900 S EDGEWOOD RD,EDEN,NC,27288,Rockingham
30.66,-81.47,749.25,Pulp and Paper,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,10 GUM STREET,FERNANDINA BEACH,FL,32034,NASSAU COUNTY
29.26,-98.38,749.15492065,Power Plants,V H Braunig,15290 STREICH RD,ELMENDORF,TX,78112,Bexar
44.12,-69.81,748.75,Petroleum and Natural Gas Systems,Richmond Station,547 Lincoln Street,Richmond,ME,4357,SAGADAHOC COUNTY
31.84,-102.33,748,Power Plants,Odessa-Ector Generating Station,"2200 EAST I-20, Service Road South",ODESSA,TX,79766,Ector
41.35,-82.89,746,Petroleum and Natural Gas Systems,Clyde,393 Pickle Street (County Rd 294),Clyde,OH,43410,SANDUSKY COUNTY
29.75,-94.93,745,Power Plants,Cedar Bayou,7705 WEST BAY ROAD,BAYTOWN,TX,77520,Chambers
41.43,-74.42,744.75,Power Plants,CPV Valley Energy Center,3330 Route 6,Middletown,NY,10940,ORANGE COUNTY
37.10,-107.77,743.75,Petroleum and Natural Gas Systems,EPNG Station 6210 Bondad,2227 County Road 318,Ignacio,CO,81137,LA PLATA COUNTY
42.14,-85.26,743,Petroleum and Natural Gas Systems,VECTOR PIPELINE LP Athens,4981 Two Mile Road,Athens,MI,49011,CALHOUN COUNTY
34.28,-77.99,741.75,Power Plants,L V Sutton Steam Electric Plant,801 SUTTON STEAM PLANT ROAD,WILMINGTON,NC,28401,New Hanover
40.53,-80.93,738.75,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Carroll Station (Tran),8152 Bay Road SE,Carrollton,OH,44615,CARROLL COUNTY
36.01,-95.70,737.5,Power Plants,Oneta Energy Center,25142 EAST 105TH ST SOUTH,BROKEN ARROW,OK,74011,Wagoner
28.65,-98.00,736.5,Petroleum and Natural Gas Systems,Area 51 CGP Facility,5911 County Road 136,Pawnee,TX,78145,BEE COUNTY
41.99,-70.90,734.75,Waste,HALIFAX LANDFILL,27 LAUREL STREET,HALIFAX,MA,2338,PLYMOUTH COUNTY
34.78,-112.08,730.5,Minerals,PHOENIX CEMENT COMPANY\S CLARKDALE FACILITY,601 NORTH CEMENT PLANT ROAD,CLARKDALE,AZ,86324,YAVAPAI COUNTY
33.27,-80.44,730,Minerals,HOLCIM (US) INC.,2173 Gardner Boulevard,HOLLY HILL,SC,29059,ORANGEBURG COUNTY
33.15,-102.99,728.5,"Injection of CO2,Petroleum and Natural Gas Systems",Campo Viejo Gas Processing Plant,1548 County Road 165,Plains,TX,79355,YOAKUM COUNTY
38.34,-121.12,728.25,Power Plants,Cosumnes Power Plant,14295A Clay East Road,HERALD,CA,95638,Sacramento
41.68,-107.99,727.5,Petroleum and Natural Gas Systems,"CIG Station 5680 Wamsutter, WY",49 CIG Road,Wamsutter,WY,82336,SWEETWATER COUNTY
29.83,-100.80,726.75,Petroleum and Natural Gas Systems,"GCX Devils River Compressor Station, TX",34125 N US Hwy 277,Del Rio,TX,78840,VAL VERDE COUNTY
34.23,-101.28,726.5,Petroleum and Natural Gas Systems,OWT CS Future Site Compressor Station,673 CR 189,South Plains,TX,79258,
39.13,-94.48,725.5,Power Plants,Hawthorn Generating Station,8700 E. Front Street,KANSAS CITY,MO,64120,Jackson
42.30,-83.15,724.75,Power Plants,Dearborn Industrial Generation,2400 MILLER ROAD,DEARBORN,MI,48121,Wayne
33.09,-86.80,724.5,Minerals,Lhoist North America - MONTEVALLO PLANT,7444 HIGHWAY 25 SOUTH,CALERA,AL,35040,SHELBY COUNTY
31.86,-97.36,724.25,Power Plants,Bosque County Power Plant,577 Bosque County Road 3610,Laguna Park,TX,76644,Bosque
44.32,-88.21,723.5,Power Plants,Fox Energy Center,310 East Frontage Road,Kaukauna,WI,54130,Outagamie
31.77,-104.91,721.5,Petroleum and Natural Gas Systems,"EPNG Station 6330 Guadalupe, TX",,Salt Flat,TX,79847,CULBERSON COUNTY
41.29,-93.03,720.5,Petroleum and Natural Gas Systems,"NGPL Station 198 Knoxville, IA",1616 165TH AVE,KNOXVILLE,IA,50138,MARION COUNTY
29.59,-97.97,719.536475,Power Plants,"Rio Nogales Power Project, LP",711 RIO NOGALES DRIVE,SEGUIN,TX,78155,Guadalupe
38.25,-83.44,719.5,Petroleum and Natural Gas Systems,Columbia Gulf Transmission - Morehead CS,4100 Cranston Road,Morehead,KY,40351,ROWAN COUNTY
29.07,-95.75,719,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Phillips 66 Old Ocean NGL Fractionation Plant,8189 Old FM524 (not a mailing address),Old Ocean,TX,77463,
39.63,-83.51,716,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Washington Station (Tran),708 Parrott Station Road NW,Washington Court House,OH,43160,FAYETTE COUNTY
40.47,-75.90,714.5,Minerals,LEHIGH CEMENT/EVANSVILLE CEMENT PLT & QUARRY,537 EVANSVILLE RD,FLEETWOOD,PA,19522,BERKS COUNTY
41.63,-87.13,714.25,Metals,Cleveland-Cliffs Burns Harbor LLC,250 W US 12,BURNS HARBOR,IN,46304,PORTER COUNTY
34.43,-94.45,714.25,Petroleum and Natural Gas Systems,Cove Compressor Station,,Cove,AR,71937,POLK COUNTY
40.71,-74.13,712.75,Power Plants,"Newark Energy Center, LLC",955 Delancy Street,Newark,NJ,7105,ESSEX COUNTY
34.60,-117.36,712.25,Power Plants,High Desert Power Project,19000 PERIMETER RD/STE 102,VICTORVILLE,CA,92394,San Bernardino
40.49,-107.19,710,Power Plants,Hayden,12795 E YUTE,HAYDEN,CO,81639,Routt
28.41,-99.26,709.605886795052,Petroleum and Natural Gas Systems,Raptor Gas Plant,2656 South Interstate 35,Cotulla,TX,78014,LA SALLE COUNTY
38.33,-105.01,707.75,Minerals,Holcim (US) Inc. - Portland Plant,3500 Highway 120,Florence,CO,81226,CUSTER COUNTY
