Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
39.71,-79.93,1295.5,Power Plants,Fort Martin Power Station,1732 FORT MARTIN DRIVE,MAIDSVILLE,WV,26541,Monongalia
44.08,-87.66,1295,Power Plants,Manitowoc,701 Columbus Street,MANITOWOC,WI,54220,Manitowoc
30.09,-90.96,1293.5,Chemicals,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",39018 HIGHWAY 3089,DONALDSONVILLE,LA,70346,ASCENSION PARISH
31.46,-103.39,1292.75,Petroleum and Natural Gas Systems,Bones Springs Plant,8912 FM 2355,Barstow,TX,79719,WARD COUNTY
31.08,-88.32,1287.75,Petroleum and Natural Gas Systems,TRANSCO STATION 83,,Citronelle,AL,36522,MOBILE COUNTY
39.87,-75.14,1287.5,Waste,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",,WESTVILLE,NJ,8093,GLOUCESTER COUNTY
40.84,-76.83,1284.25,"Other,Power Plants",Hummel Station LLC,2386 N. Old Trail Road,Selinsgrove,PA,17876,Snyder
29.76,-82.39,1282.5,Power Plants,Deerhaven,10001 NW 13TH ST,GAINESVILLE,FL,32653,Alachua
42.32,-86.29,1281,Power Plants,New Covert Generating Project,26000 77TH ST,COVERT,MI,49043,Van Buren
41.74,-76.80,1278.5,Petroleum and Natural Gas Systems,"TGP Station 317 Troy, PA",1249 Tennessee Gas Road,Troy,PA,16947,BRADFORD COUNTY
40.42,-78.86,1275.25,Power Plants,CPV Fairview Energy Center LLC,2862 William Penn Ave,Johnstown,PA,15909,CAMBRIA COUNTY
44.24,-95.78,1274.5,Petroleum and Natural Gas Systems,Northern Border Pipeline Garvin CS#12,1270 260th Avenue,GARVIN,MN,56132,LYON COUNTY
34.40,-117.15,1266.25,Minerals,CEMEX Construction Materials Pacific LLC,25220 Black Mountain Quarry Road,Apple Valley,CA,92308,SAN BERNARDINO COUNTY
37.71,-122.19,1260.75,Waste,WASTE MANAGEMENT INC Oyster Bay,2615 DAVIS STREET,SAN LEANDRO,CA,94577,ALAMEDA COUNTY
32.53,-86.93,1260.25,Petroleum and Natural Gas Systems,"SNG Station 5245 Selma, AL",3096 County Road 84,Selma,AL,36703,DALLAS COUNTY
38.75,-80.36,1260,Petroleum and Natural Gas Systems,Columbia Gas Transmission LLC CLEVELAND 6C4330,66 Odell Road,KANAWHA HEAD,WV,26228,UPSHUR COUNTY
40.45,-103.96,1254,Petroleum and Natural Gas Systems,Jackson Lake Gas Plant,31405 County Road 10,Weldona,CO,80653,MORGAN COUNTY
40.92,-73.34,1253.25,Power Plants,Northport,EATON'S NECK ROAD,NORTHPORT,NY,11768,Suffolk
30.20,-91.00,1249.5,Chemicals,BASF CORP - GEISMAR SITE,8404 RIVER ROAD HIGHWAY 75,GEISMAR,LA,70734,ASCENSION PARISH
33.09,-96.82,1249.25,"Injection of CO2,Petroleum and Natural Gas Systems",30-30 Gas Plant,2300 FM 1622,Plains,TX,79355,YOAKUM COUNTY
42.85,-87.83,1249.25,Power Plants,South Oak Creek,11060 S CHICAGO ROAD,OAK CREEK,WI,53154,Milwaukee
28.05,-80.70,1248.25,Petroleum and Natural Gas Systems,FLORIDA GAS TRANSMISSION COMPANY - MELBOURNE,3400 RANCH ROAD,WEST MELBOURNE,FL,32904,BREVARD COUNTY
41.41,-88.33,1246.5,Chemicals,EQUISTAR CHEMICALS LP,8805 N. TABLER RD.,MORRIS,IL,60450,GRUNDY COUNTY
44.92,-84.54,1243.75,Petroleum and Natural Gas Systems,SOUTH CHESTER CO2 REMOVAL FACILITY,6250 OLD STATE ROAD,JOHANNESBURG,MI,49751,OTSEGO COUNTY
39.50,-88.29,1237.75,Waste,COLES COUNTY LANDFILL,6351 W STATE ST,CHARLESTON,IL,61920,COLES COUNTY
40.18,-79.69,1236.5,Power Plants,Tenaska Westmoreland Generating Station,446 Smithon Pike,Smithton,PA,15479,WESTMORELAND COUNTY
39.99,-90.40,1236.25,"Other,Waste",JBS/Swift Pork Company,8295 ARENZVILLE RD.,BEARDSTOWN,IL,62618,CASS COUNTY
37.06,-88.35,1235.75,Metals,"CC METALS & ALLOYS, LLC",1542 N MAIN ST,CALVERT CITY,KY,42029,MARSHALL COUNTY
38.97,-78.18,1235.5,Power Plants,Warren County Power Station,477 Kelley Drive,Front Royal,VA,22630,WARREN COUNTY
29.13,-89.61,1233.25,Petroleum and Natural Gas Systems,West Delta 30 P,,Offshore,LA,0,
38.27,-82.58,1230.5,Petroleum and Natural Gas Systems,"TGP Station 114 Catlettsburg, KY",29450 Mayo Trail,Catlettsburg,KY,41129,BOYD COUNTY
46.11,-122.93,1227.75,Pulp and Paper,WESTROCK LONGVIEW LLC,300 FIBRE WAY,LONGVIEW,WA,98632,COWLITZ COUNTY
35.15,-97.92,1226.25,Petroleum and Natural Gas Systems,Iron Horse Processing Plant,1419 CR 1290,Amber,OK,73004,
43.38,-87.87,1225.25,Power Plants,Port Washington Generating Station,146 SOUTH WISCONSIN ST,PORT WASHINGTON,WI,53074,Ozaukee
41.77,-78.43,1224.25,Petroleum and Natural Gas Systems,"TGP Station 310 Smethport, PA",520 Bunker Hill Road,Smethport,PA,16749,
43.66,-70.33,1222.5,Waste,REGIONAL WASTE SYSTEMS INCORPORATED,64 BLUEBERRY RD,PORTLAND,ME,4102,CUMBERLAND COUNTY
39.84,-80.88,1221,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Mullet Station (Tran),52174 Township Highway 964,Switzerland Twp,OH,43942,MONROE COUNTY
41.50,-120.87,1221,Petroleum and Natural Gas Systems,PG&E TIONESTA COMPRESSOR STATION,State Road 97,Tionesta,CA,96134,MODOC COUNTY
31.55,-84.11,1220.25,Power Plants,Albany Green Energy,508 Liberty Expressway SE,Albany,GA,31705,DOUGHERTY COUNTY
34.44,-116.89,1218.25,Minerals,Mitsubishi Cement Corp Cushenbury Cement Plant,5808 State Highway 18,Lucerne Valley,CA,92356,SAN BERNARDINO COUNTY
32.57,-92.68,1215.25,Petroleum and Natural Gas Systems,Mt. Olive Gas Plant,792-842 Woods Rd.,Ruston,LA,71268,LINCOLN PARISH
30.20,-98.70,1213.5,Petroleum and Natural Gas Systems,PHP 285 Compressor Station,1760 Jenschke Lane,Fredericksburg,TX,78624,GILLESPIE COUNTY
32.54,-103.52,1212.5,Petroleum and Natural Gas Systems,3Bear Libby Gas Plant,674 Marathon Rd,Hobbs,NM,88240,LEA COUNTY
32.28,-92.73,1211.75,Pulp and Paper,"WESTROCK CP, LLC - HODGE MILL",100 MILL STREET,HODGE,LA,71247,JACKSON PARISH
41.46,-83.37,1210.25,Minerals,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",755 LIME ROAD,WOODVILLE,OH,43469,SANDUSKY COUNTY
41.84,-79.14,1209.75,"Chemicals,Refineries",United Refining Company,15 Bradley Street,Warren,PA,16365,WARREN COUNTY
41.54,-109.96,1209.5,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Granger Gas Plant,,GRANGER,WY,82934,SWEETWATER COUNTY
32.32,-88.18,1207,Petroleum and Natural Gas Systems,"SNG Station 5230 York, AL",12965 Ward 10,Ward,AL,36922,CHOCTAW COUNTY
34.28,-84.06,1205,"Other,Waste","Tyson Poultry, Inc., Cumming API",4990 Leland Drive,Cumming,GA,30041,FORSYTH COUNTY
30.61,-87.32,1204,Pulp and Paper,International Paper - Pensacola Mill,375 Muscogee Rd,CANTONMENT,FL,32533,ESCAMBIA COUNTY
41.11,-76.16,1204,Power Plants,Moxie Freedom,237 Mingle Inn Road,Berwick,PA,18603,LUZERNE COUNTY
39.83,-108.30,1203.25,Petroleum and Natural Gas Systems,Central Treating Facility,,Meeker,CO,81641,RIO BLANCO COUNTY
45.98,-106.66,1195.75,Power Plants,COLSTRIP ENERGY LTD PARTNERSHIP,18 Snider Subdivision Road,COLSTRIP,MT,59323,ROSEBUD COUNTY
30.07,-82.88,1193.25,Petroleum and Natural Gas Systems,Hildreth,6796 208th Street,O'Brien,FL,32071,SUWANNEE COUNTY
32.23,-93.68,1178,Petroleum and Natural Gas Systems,North Louisiana Gas Plant,1716 Friendship Road,Frierson,LA,71027,DE SOTO PARISH
41.10,-92.56,1174.5,Power Plants,Ottumwa,20775 POWER PLANT ROAD,OTTUMWA,IA,52548,Wapello
40.36,-110.29,1174.25,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Kinder Morgan Altamont LLC Altamont Gas Plant, Altamont, UT",17790 WEST 3750 NORTH,ALTAMONT,UT,84001,DUCHESNE COUNTY
36.02,-86.69,1173.75,Petroleum and Natural Gas Systems,Columbia Gulf Transmission - Cane Ridge CS,992 -Barnes Road,Antioch,TN,37013,DAVIDSON COUNTY
41.45,-97.10,1172.5,"Other,Waste",Cargill Meat Solutions Corporation,"490 Road 9, PO Box 544",SCHUYLER,NE,68661,COLFAX COUNTY
39.89,-108.29,1169.75,Petroleum and Natural Gas Systems,Meeker Compressor Station,26100 CR 5,Rifle,CO,81650,RIO BLANCO COUNTY
40.79,-111.90,1168.75,Refineries,"Tesoro Refining and Marketing Company, Salt Lake City Refinery",474 West 900 North,Salt Lake City,UT,84103,SALT LAKE COUNTY
31.95,-89.31,1165.5,Petroleum and Natural Gas Systems,"SNG Station 5216 Bay Springs, MS",453 Country Road 183,Bay Springs,MS,39422,JASPER COUNTY
64.67,-147.09,1164,Other,EIELSON AIR FORCE BASE,"2310 CENTRAL AVE, SUITE 100",EIELSON AFB,AK,99702,FAIRBANKS NORTH STAR BOROUGH
28.35,-98.56,1158.5,Petroleum and Natural Gas Systems,Hawkville North East Central Delivery Point,2289 Hwy 16 South,Tilden,TX,78072,MCMULLEN COUNTY
36.39,-114.92,1157,Power Plants,Chuck Lenzie Generating Station,11405 US HIGHWAY 93,APEX,NV,89124,Clark
39.43,-77.98,1154.5,Minerals,ARGOS USA -Martinsburg,1826 SOUTH QUEEN STREET,MARTINSBURG,WV,25401,BERKELEY COUNTY
42.85,-106.39,1153.5,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Casper Gas Plant,5750 E Yellowstone Hwy,Casper,WY,82609,NATRONA COUNTY
38.03,-122.07,1153.5,"Chemicals,Refineries,Suppliers of CO2",Martinez Renewable Fuel Facility,150 SOLANO WAY,MARTINEZ,CA,94553,CONTRA COSTA COUNTY
41.24,-74.65,1153.5,Petroleum and Natural Gas Systems,TGP Station 325 Sussex,164 Libertyville Rd,Sussex,NJ,7461,SUSSEX COUNTY
36.58,-98.53,1150.5,Petroleum and Natural Gas Systems,Carmen Gas Processing Plant,,Carmen,OK,73726,ALFALFA COUNTY
40.33,-111.75,1150.5,Power Plants,Lake Side Power Plant,1825 NORTH PIONEER LANE,VINEYARD,UT,84058,Utah
41.06,-111.53,1150,Minerals,HOLCIM (US) INC. DEVIL\S SLIDE PLANT,6055 EAST CROYDON ROAD,MORGAN,UT,84050,MORGAN COUNTY
37.26,-86.98,1147.925,Power Plants,Paradise,13246 STATE ROUTE 176/STE 10,DRAKESBORO,KY,42337,Muhlenberg
47.71,-103.23,1147.75,Petroleum and Natural Gas Systems,Bear Den Gas Plant,,Watford City,ND,58572,MCKENZIE COUNTY
27.49,-82.55,1145.75,"Other,Waste",TROPICANA MANUFACTURING CO INC,1001 13TH AVE. E.,BRADENTON,FL,34208,MANATEE COUNTY
41.48,-88.26,1145,Power Plants,Kendall Energy Facility,1401 COUNTY LINE ROAD,MINOOKA,IL,60447,Kendall
42.39,-72.08,1140.25,Waste,MARTONE LANDFILL & GAS GENERATING FACILITY,99 BARRE DEPOT RD,BARRE,MA,1005,WORCESTER COUNTY
38.22,-85.84,1139,Metals,Carbide Industries LLC,4400 Bells Lane,Louisville,KY,40211,JEFFERSON COUNTY
31.06,-97.32,1134,Power Plants,Panda Temple Power Station,2892 Panda Drive,Temple,TX,76501,BELL COUNTY
32.10,-81.12,1133.25,Pulp and Paper,INTERNATIONAL PAPER SAVANNA MILL,1201 WEST LATHROP AVENUE,SAVANNAH,GA,31415,CHATHAM COUNTY
61.08,-146.25,1132,"Chemicals,Petroleum Product Suppliers,Refineries",PETRO STAR VALDEZ REFINERY,2.5 MILE DAYVILLE ROAD,VALDEZ,AK,99686,VALDEZ-CORDOVA CENSUS AREA
33.35,-112.86,1131.5,Power Plants,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa
44.59,-96.90,1130.5,Petroleum and Natural Gas Systems,Northern Border Pipeline Estelline CS#11,18743 470th Avenue,Estelline,ND,57234,HAMLIN COUNTY
39.14,-94.39,1129.75,Minerals,Central Plains Cement Company LLC,2200 N. Courtney Road,Sugar Creek,MO,64050,JACKSON COUNTY
39.59,-83.54,1128,Petroleum and Natural Gas Systems,Washington Court House Compressor Station,8233 Old US 35 NW,Washington Court House,OH,43160,FAYETTE COUNTY
39.98,-74.77,1123.75,Waste,Landfill and Development Company,,Mt. Holly,NJ,8060,BURLINGTON COUNTY
40.41,-81.11,1122.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Harrison Hub Fractionation Plant,37905 Crimm Rd,Scio,OH,43988,HARRISON COUNTY
35.38,-78.09,1119,Power Plants,H F Lee Steam Electric Plant,1199 Black Jack Church Rd,GOLDSBORO,NC,27530,Wayne
26.09,-80.13,1118.75,Power Plants,Port Everglades,8100 EISENHOWER BOULEVARD,FORT LAUDERDALE,FL,33316,Broward
39.78,-82.29,1113,Petroleum and Natural Gas Systems,Somerset,"1895 Big Inch Rd., NE",Somerset,OH,43783,PERRY COUNTY
39.23,-91.74,1110.75,Petroleum and Natural Gas Systems,Mexico Compressor Station,7676 Audrain Road 441,Mexico,MO,65280,AUDRAIN COUNTY
46.66,-67.90,1108.75,"Other,Waste",MCCAIN FOODS POTATO FACILITY,319 RICHARDSON ROAD,EASTON,ME,4740,AROOSTOOK COUNTY
36.27,-98.07,1108.5,Petroleum and Natural Gas Systems,Rodman Gas Plant,18528 S. Highway 132,Drummond,OK,73735,GARFIELD COUNTY
31.32,-103.22,1105.75,Petroleum and Natural Gas Systems,Brazos Midstream - Comanche Plant,1939 FM 1450 Pecos,pecos,TX,79772,
38.26,-109.14,1104.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,7 Rankine Rd,La Sal,UT,84530,SAN JUAN COUNTY
44.86,-89.66,1103,Power Plants,Weston,2491 Old Hwy 51,Kronenwetter,WI,54455,Marathon
41.64,-85.47,1100,Petroleum and Natural Gas Systems,ANR Pipeline LaGrange CS,2255 West US 20,LaGrange,IN,46761,LAGRANGE COUNTY
30.53,-88.11,1100,Minerals,Holcim (US) Inc,3051 Hamilton Boulevard,Theodore,AL,36582,MOBILE COUNTY
43.31,-73.59,1100,Waste,WHEELABRATOR HUDSON FALLS LLC,93 RIVER STREET,HUDSON FALLS,NY,12839,WASHINGTON COUNTY
35.55,-100.12,1094.75,Petroleum and Natural Gas Systems,AJAX PLANT,16600 CR N,Wheeler,TX,79014,
39.53,-81.72,1092.75,Power Plants,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,WATERFORD,OH,45786,Washington
34.94,-85.70,1091,Metals,TENNESSEE ALLOYS CORPORATION,101 GARNER RD,BRIDGEPORT,AL,35740,JACKSON COUNTY
37.45,-122.10,1090.75,Waste,PALO ALTO LANDFILL AND RECYCLING CENTER,2380 EMBARCADERO ROAD,PALO ALTO,CA,94303,SANTA CLARA COUNTY
33.63,-95.59,1089,Power Plants,Lamar Power (Paris),3205 FM 137,PARIS,TX,75462,Lamar
40.78,-73.90,1088,Power Plants,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,17-10 STEINWAY ST,ASTORIA,NY,11105,QUEENS COUNTY
36.12,-96.00,1087.75,"Petroleum Product Suppliers,Refineries",HOLLYFRONTIER TULSA REFINING LLC - EAST,902 WEST 25TH STREET,TULSA,OK,74107,TULSA COUNTY
47.79,-122.06,1087.75,Petroleum and Natural Gas Systems,NORTHWEST PIPELINE GP - SNOHOMISH C/S,22902 Echo Lake Road,Snohomish,WA,98390,SNOHOMISH COUNTY
47.30,-103.10,1087.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Petro-Hunt L.L.C.,813 123rd Avenue SW,Killdeer,ND,58640,BILLINGS COUNTY
40.09,-104.88,1082.25,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",SPINDLE GAS PROCESSING PLANT,9101 WELD COUNTY RD 14,FT LUPTON,CO,80621,WELD COUNTY
40.99,-80.44,1081.75,Power Plants,Hickory Run Energy Station,4900 Edinburg Rd,New Castle,PA,16102,LAWRENCE COUNTY
29.68,-98.18,1080,Minerals,"CEMEX Construction Materials South, LLC",2580 WALD ROAD,NEW BRAUNFELS,TX,78132,COMAL COUNTY
44.04,-75.77,1079.5,Power Plants,ReEnergy Black River LLC,4515 Euphrates River Valley Road,FORT DRUM,NY,13602,JEFFERSON COUNTY
29.35,-98.46,1077.75,"Petroleum Product Suppliers,Refineries","The San Antonio Refinery, LLC","1 BDA Crossing, Suite 100",SAN ANTONIO,TX,78235,BEXAR COUNTY
38.96,-85.89,1072.5,Petroleum and Natural Gas Systems,St. Paul Compressor Station,7791 N CO RD 650 W,St. Paul,IN,47274,DECATUR COUNTY
35.61,-100.10,1070.75,Petroleum and Natural Gas Systems,ALLISON GAS PLANT,16298 Co. Rd. EE,Allison,TX,79003,WHEELER COUNTY
37.82,-77.45,1064.75,Power Plants,Doswell Limited Partnership,10098 OLD RIDGE ROAD,ASHLAND,VA,23005,Hanover
38.82,-104.83,1064.75,Power Plants,Martin Drake,700 S CONEJOS ST,COLORADO SPRINGS,CO,80903,El Paso
36.78,-97.75,1058.5,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",OHL NGLP Medford Plant,25923 US Highway 81,MEDFORD,OK,73759,GRANT COUNTY
28.96,-97.69,1056.5,Petroleum and Natural Gas Systems,Area 71B CGP Facility,,Nordheim,TX,78141,DEWITT COUNTY
34.60,-82.44,1053.25,Power Plants,W S Lee,LEE STEAM PLANT RD,WILLIAMSTON,SC,29697,Anderson
30.76,-94.70,1050.75,Petroleum and Natural Gas Systems,INDIAN SPRINGS GAS PLANT,2825 THREE BRIDGE RD,LIVINGSTON,TX,77351,POLK COUNTY
32.66,-111.04,1049.5,Petroleum and Natural Gas Systems,"EPNG Station 6701 Tom Mix, AZ",52000 East Willow Springs,Saddlebrook,AZ,85739,
31.11,-101.57,1049,Petroleum and Natural Gas Systems,PHP Big Lake Compressor Station,3500 FM 1676,Big Lake,TX,76932,REAGAN COUNTY
44.03,-92.43,1048.75,Waste,OLMSTED WASTE-TO-ENERGY FACILITY,301 SILVER CREEK RD NE,ROCHESTER,MN,55906,OLMSTED COUNTY
39.71,-82.87,1048.5,Petroleum and Natural Gas Systems,Columbus Compressor Station,14724 Ett-Noecker Rd.,Ashville,OH,43103,PICKAWAY COUNTY
47.58,-95.21,1048,Petroleum and Natural Gas Systems,Great Lakes Gas Transmission Pipeline Shevlin CS#3,,SHEVLIN,MN,56676,CLEARWATER COUNTY
29.80,-98.04,1047.75,Minerals,TXI Hunter Cement Plant,7781 FM 1102,New Braunfels,TX,78132,COMAL COUNTY
42.19,-76.98,1046.75,Petroleum and Natural Gas Systems,Millennium Pipeline Company LLC Corning Compressor Station,4401 College Ave,Corning,NY,14830,STEUBEN COUNTY
29.85,-94.92,1043.75,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Lone Star NGL Fracs 4 & 5,,Mont Belvieu,TX,77580,CHAMBERS COUNTY
34.29,-82.81,1043,Petroleum and Natural Gas Systems,"EEC Station 5412 Hartwell, GA",181 Turner Road,Elberton,GA,30643,HART COUNTY
27.04,-98.17,1041.75,Petroleum and Natural Gas Systems,"KMBP Brooks County Station, TX",,Falfurrias,TX,78355,BROOKS COUNTY
40.07,-82.19,1038,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Newark Station (Tran),19042 Nashport Road SE,Nashport,OH,43830,LICKING COUNTY
34.75,-78.81,1036.5,"Other,Waste",Smithfield Fresh Meats Corp - Tar Heel,15855 NC HIGHWAY 87,TAR HEEL,NC,28392,BLADEN COUNTY
35.39,-108.23,1035,Petroleum and Natural Gas Systems,"EPNG Station 6527 Bluewater, NM",,Thoreau,NM,87323,MCKINLEY COUNTY
29.29,-96.07,1034.25,Power Plants,Colorado Bend II,4023 South State Hwy 60,Wharton,TX,77488,WHARTON COUNTY
38.81,-87.25,1027.75,Power Plants,Edwardsport,15400 VILLWOCK RD,EDWARDSPORT,IN,47500,Knox
28.58,-82.43,1026.5,Minerals,Brooksville South Cement Plant,10311 CEMENT PLANT ROAD,BROOKSVILLE,FL,34601,HERNANDO COUNTY
41.77,-76.48,1026,Power Plants,Hamilton Liberty LLC,151 Liberty Lane,Towanda,PA,18848,BRADFORD COUNTY
41.69,-83.44,1024,Power Plants,Bay Shore,4701 BAY SHORE ROAD,OREGON,OH,43616,Lucas
33.49,-90.51,1024,"Other,Waste","Protein Products, Inc.",1042 Highway 3,Sunflower,MS,38778,SUNFLOWER COUNTY
31.89,-96.11,1023.75,Power Plants,Freestone Power Generation,1366 FM 488,FAIRFIELD,TX,75840,Freestone
41.67,-83.45,1020.5,Power Plants,Oregon Clean Energy Center,816 North Lallendorf Road,Oregon,OH,43616,LUCAS COUNTY
29.04,-88.97,1020,Petroleum and Natural Gas Systems,SP 60 B E (Complex ID # 20319),,Offshore,LA,0,
47.26,-122.43,1018.25,Pulp and Paper,WestRock Tacoma Mill,801 PORTLAND AVE.,TACOMA,WA,98421,PIERCE COUNTY
38.13,-104.61,1017.5,Minerals,GCC RIO GRANDE INC,3372 LIME ROAD,PUEBLO,CO,81004,PUEBLO COUNTY
30.26,-93.74,1016.75,Power Plants,Cottonwood Energy Project,976 COUNTY ROAD 4213,DEWEYVILLE,TX,77614,Newton
32.41,-94.43,1015.25,Petroleum and Natural Gas Systems,"NGPL Station 304, Marshall, TX",583 Terrapin Neck Road,Marshall,TX,75672,HARRISON COUNTY
38.59,-75.23,1013.25,Power Plants,Indian River,29416 POWER PLANT ROAD,DAGSBORO,DE,19939,Sussex
39.87,-77.17,1011.75,Power Plants,Hunterstown Combined Cycle,1731 Hunterstown Road,GETTYSBURG,PA,17325,Adams
27.86,-82.60,1011,Power Plants,P L Bartow Power Plant,1601 WEEDON ISLAND DRIVE,SAINT PETERSBURG,FL,33702,Pinellas
25.87,-80.38,1010.25,Minerals,TARMAC PENNSUCO COMPLEX,11000 NORTHWEST 121 WAY,MEDLEY,FL,33178,MIAMI-DADE COUNTY
41.15,-80.85,1005.75,Power Plants,Lordstown Energy Center,1853 Henn Parkway,Warren,OH,44481,TRUMBULL COUNTY
27.82,-97.50,1005,"Petroleum Product Suppliers,Refineries",Buckeye Texas Processing LLC,7209 Up River Road,Corpus Christi,TX,78409,NUECES COUNTY
32.47,-93.79,1004,"Chemicals,Petroleum Product Suppliers,Refineries",CALUMET SHREVPORT REFINING LLC,3333 MIDWAY STREET,SHREVEPORT,LA,71109,CADDO PARISH
40.79,-73.11,1000.75,Waste,ISLIP MCARTHUR RESOURCE RECOVERY FACIL,4001 VETERANS MEMORIAL HIGHWAY,RONKONKOMA,NY,11779,SUFFOLK COUNTY
30.71,-100.11,999,Petroleum and Natural Gas Systems,PHP Junction Compressor Station,10905 FM 1674,McKavett,TX,76841,MENARD COUNTY
34.35,-82.78,998.25,Power Plants,John S. Rainey Generating Station,2900 OPRY HOUSE ROAD,IVA,SC,29655,Anderson
27.73,-81.99,992,Power Plants,Polk,9995 STATE ROAD 37 SOUTH,MULBERRY,FL,33860,Polk
40.75,-75.27,991.75,Minerals,HERCULES CEMENT STOCKERTOWN PLT QUARRY,501 CENTER ST.,STOCKERTOWN,PA,18083,NORTHAMPTON COUNTY
40.46,-78.75,988.75,Power Plants,Ebensburg Power Company,2840 New Germany Road,Ebensburg,PA,15931,Cambria
60.80,-151.50,987.75,Petroleum and Natural Gas Systems,MGS Platform A,,Offshore,AK,0,KENAI PENINSULA BOROUGH
45.63,-98.66,987.25,Petroleum and Natural Gas Systems,Northern Border Pipeline Wetonka CS#9,36997 128TH Street,Westport,ND,57481,BROWN COUNTY
39.33,-82.97,987,Pulp and Paper,Pixelle Specialty Solutions LLC,232 East 8th Street,CHILLICOTHE,OH,45601,Ross
41.03,-81.83,983.5,Petroleum and Natural Gas Systems,Wadsworth,8793 Guilford Rd,Seville,OH,44273,MEDINA COUNTY
28.47,-80.76,982.5,Power Plants,Cape Canaveral,6000 NORTH US HWY 1,COCOA,FL,32927,Brevard
43.67,-116.73,981.75,"Other,Waste",JR SIMPLOT COMPANY - FOOD GROUP,16733 Simplot Blvd,CALDWELL,ID,83606,CANYON COUNTY
30.49,-91.19,978,Power Plants,Louisiana 1,GULF STATES ROAD,BATON ROUGE,LA,70821,East Baton Rouge
44.22,-86.29,976,"Pulp and Paper,Waste",PACKAGING CORPORATION OF AMERICA,2246 UDELL STREET,FILER CITY,MI,49634,MANISTEE COUNTY
44.63,-121.13,975,Petroleum and Natural Gas Systems,Gas Transmission Northwest - Madras,,MADRAS,OR,97741,JEFFERSON COUNTY
30.09,-92.88,974.75,Petroleum and Natural Gas Systems,"Columbia Gulf Transmission - Lake Arthur Compressor Station (Jennings, LA)",,Jennings,LA,70546,JEFFERSON DAVIS PARISH
36.80,-121.78,971.75,Power Plants,Moss Landing,7301 State Highway 1,MOSS LANDING,CA,95039,Monterey
41.19,-76.90,971,Power Plants,Hamilton Patriot,50 Patriot Lane,Montgomery,PA,17752,
33.33,-111.75,967.5,Power Plants,Santan,1005 S VAL VISTA DRIVE,GILBERT,AZ,85296,Maricopa
35.84,-100.35,966,Petroleum and Natural Gas Systems,Hemphill Gas Plant,"4 MI S. OF CANADIAN, TX on Brown Road",Canadian,TX,79014,HEMPHILL COUNTY
41.53,-96.10,964.5,"Other,Waste",Cargill Corn Milling North America,650 Industrial park Drive,Blair,NE,68008,WASHINGTON COUNTY
33.33,-112.84,963,Power Plants,Redhawk Generating Facility,11600 SOUTH 363RD AVENUE,ARLINGTON,AZ,85322,Maricopa
33.41,-85.97,962.25,Petroleum and Natural Gas Systems,Blessing Station,4220 County Road 394,Blessing,TX,77419,
32.15,-94.27,960.5,Petroleum and Natural Gas Systems,Carthage East Gas Plant,1423 CR 401,Carthage,TX,75633,PANOLA COUNTY
41.87,-71.89,953.75,Power Plants,Lake Road Generating Company,56 ALEXANDER PARKWAY,DAYVILLE,CT,6241,Windham
40.73,-73.97,953.25,Power Plants,East River,801 EAST 14TH ST,NEW YORK,NY,10009,New York
31.96,-93.68,951.5,Petroleum and Natural Gas Systems,Converse Central Facility,4513 Hwy 513,Mansfield,LA,71052,DE SOTO PARISH
31.66,-102.14,950,Petroleum and Natural Gas Systems,PEGASUS GAS PLANT,,MIDKIFF,TX,79755,MIDLAND COUNTY
32.24,-101.90,949.5,Petroleum and Natural Gas Systems,Riptide Gas Plant,,Stanton,TX,79782,MARTIN COUNTY
21.30,-158.09,948.75,"Chemicals,Refineries",REFINERY KAPOLEI,91-325 KOMOHANA STREET,KAPOLEI,HI,96707,HONOLULU COUNTY
30.88,-101.92,947,Petroleum and Natural Gas Systems,YATES GAS PLANT,,IRAAN,TX,79744,PECOS COUNTY
46.07,-99.80,941.25,Petroleum and Natural Gas Systems,Northern Border Pipeline Zeeland CS#8,9305 28TH AVENUE SOUTHEAST,ZEELAND,ND,58581,MCINTOSH COUNTY
